item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies,cover
book,Moral Thinking,R. M. Hare,R.,Hare,9780191519871.0,0191519871,"In this work, the author has fashioned out of the logical and linguistic theses of his earlier books a full-scale but readily intelligible account of moral argument.",OUP Oxford,1981-12-17,Philosophy,,,,250.0,,,,,,,,,,,,,2023-06-17,1,9780191519871.jpg
book,Elements of Style,William Strunk,William,Strunk,9781625585004.0,1625585004,"The Elements of Style (1918), by William Strunk, Jr., and E.B. White, is an American English writing style guide. It is the best-known, most influential prescriptive treatment of English grammar and usage, and often is required reading and usage in U.S. high school and university composition classes. This edition of The Elements of Style details eight elementary rules of usage, ten elementary principles of composition, ""a few matters of form,"" and a list of commonly misused words and expressions.",Simon and Schuster,2012-12-10,Linguistics,,,,44.0,,,,,,,,,,,,,2023-06-17,1,9781625585004.jpg
book,The Shortest History of India,John Zubrzycki,John,Zubrzycki,9781913083342.0,1913083349,"From the tantalising traces of ancient Harappan civilisation to todays emerging superpower, here is Indias story, expertly condensed and brimming with colour. John Zubrzycki transforms five millennia of gods and kings, conquerors and colonisers into an epic tale, teeming with personalities both legendary and largely unknown outside India. Gautama Buddha, Alexander the Great and Gandhi share the stage with Nizam Saqqa, the slave made king for a day, and Raziyya, the first Muslim woman to rule the subcontinent. The later chapters reveal a modern India riven by contrasts: the brutal reality of partition and the fantasies of Bollywood, the call centres and the expanding slums. Five thousand years of history are no guarantee of the future, and as he concludes his story, Zubrzycki asks whether internal challenges could thwart Indias rise to dominance.",Old Street Publishing,2023-03-07,History,,,,272.0,,,,,,,,,,,,,2023-06-18,1,9781913083342.jpg
book,Longitude,Dava Sobel,Dava,Sobel,9780007214228.0,0007214227,The tenth anniversary edition of the dramatic human story of an epic scientific quest: the search for the solution of how to calculate longitude and the unlikely triumph of an English genius. With a new foreword by astronaut Neil Armstrong.,HarperCollins UK,2005,Biography,,,,183.0,,,,,,,,,,,,,2023-07-19,1,9780007214228.jpg
book,How The Law Works,Gary Slapper,Gary,Slapper,9780007221073.0,000722107X,"A clear, accessible and irreverent guide to how the UK’s legal machine works.Traditionally, the Law has been shrouded in mystery, and to most of us, it seems impenetrable and hugely complicated. But in today’s world, our need to understand it is rapidly growing. Existing book are either dry, academic, aimed solely at student readerships, esoteric in style, or argumentative for this or that change in the law.How the Law Works is different. It offers clear, critical and intelligent coverage to enable us to make sense of those things that matter most to us in our day-to-day life, and which are discussed in current affairs.Anyone who wants to know about Law or who has come up against the legal system in one way or another needs this book.Contents include:• Why we need law• Where the legal system came from• Judges• Lawyers• Criminal Law• Juries• Punishment• Civil Law• Compensation Culture• Case Law• Parliament• Human Rights Law Leer más",Collins,2007,Law,,,,320.0,,,,,,,,,,,,,2023-07-19,1,9780007221073.jpg
book,The Logic of Scientific Discovery,Karl Popper,Karl,Popper,9780415278447.0,0415278449,"Described by the philosopher A.J. Ayer as a work of 'great originality and power', this book revolutionized contemporary thinking on science and knowledge. Ideas such asnbsp;the now legendary doctrine of 'falsificationism' electrified the scientific community, influencing even working scientists, as well as post-war philosophy. This astonishing work ranks alongside The Open Society and Its Enemies as one of Popper's most enduring books and contains insights and arguments that demand to be read to this day.",Routledge,2002-03-29,Philosophy,,,,544.0,,,,,,,,,,,,,2023-07-19,1,9780415278447.jpg
book,Metamorphosis,Franz Kafka,Franz,Kafka,9781519224279.0,1519224273,"Kafka's masterful story of Gregor Samsa is literature that still unbroken fascinates. The Metamorphosis is often cited as one of the seminal works of short fiction of the 20th century. One day Gregor Samsa wakes up from a disturbing dream. He had transformed into a monstrous verminous bug. O God, what a demanding job I've chosen!"" he thought. Then the traveling salesman realises slowly that the metamorphosis has become reality.",CreateSpace Independent Publishing Platform,2015-10-15,Fiction,,,,72.0,,,,,,,,,,,,,2023-07-19,1,9781519224279.jpg
book,An Essay on Rights,Hillel Steiner,Hillel,Steiner,9780631190271.0,0631190279,"This book addresses the perennial question: What is justice? The usual answer draws on ideas such as fairness and impartiality. Hillel Steiner departs from this approach: he seeks an answer through an exploration of the nature of rights. People standardly express their demands for justice in terms of rights, the items created and parceled out by just principles. So, the author argues, it must surely be possible to learn something about justice by identifying the characteristic features of rights - and something more by discovering how two or more rights can co-exist: indeed, a central part of his argument is that for a set of rights to be just they must at least be mutually consistent. Every one is commonly thought to have rights to freedom and to some kind of equal treatment. The tensions between these claims have long exercised the minds of philosophers, moralists, economists, jurists and others. And they have informed the issues at stake in ideological conflict, wars and revolutions. How these tensions are handled in law, politics and economic activity affects relations between individuals, not least as members of different societies and generations. Their resolution is found here in a set of rights that is at once libertarian and redistributive in its demands. The author clarifies and analyzes the role played by ideas of liberty and rights in legal, moral and economic reasoning. He then moves to formulate a coherent set of original rights that is at once appropriate for persons' external property and for their bodies, and which takes account of differences between their locations in time and place and their genetic endowments. This original and important book will appeal to readers concerned with central problems in moral, political and legal philosophy, the history of ideas, and theoretical aspects of economics and social policy. Its trenchant argument is accessible, even on technical issues, and is illustrated throughout with real and hypothetical examples. It is also written in an engagingly colloquial style.","John Wiley &amp; Sons, Incorporated",1994-04-14,Philosophy,,,,352.0,,,,,,,,,,,,,2023-07-19,1,9780631190271.jpg
book,Holy Bible,King James Version,King,Version,9780007259762.0,000725976X,"A handsome leather edition of the bestselling King James Version translation. This is a timeless classic and a wonderful gift, prize or keepsake. The King James Version has been a popular bestseller for centuries, with Collins selling over 1 million gift Bibles alone. This edition comes with a quality leather binding, sturdy slipcase, gilt pages, ribbon marker and presentation page, making it ideal as a gift or prize. With its durable binding and classic presentation, it is also suitable for personal use. This full text edition of the ever-popular Authorized King James Version Bible includes both the Old and New Testaments, with all its literary beauty and poetic grandeur. Written in 1611, the KJV is regarded as one of the most accurate translations of the Bible into the English language. The translation is often requested for ceremonial events and given to mark special occasions.","HarperCollins Canada, Limited",2008-04-07,Religion,,,,1152.0,,,,,,,,,,,,,2023-07-19,1,9780007259762.jpg
book,Fundamental Legal Conceptions As Applied in Judicial Reasoning,Wesley N. Hohfeld,Wesley,Hohfeld,9781584771623.0,1584771623,"Since his death Hohfeld's essays on the concepts of right and duty have been increasingly recognized for their significance as a foundation of thought on analytical jurisprudence. Posthumously collected and published by Yale University Press in 1964, the essays were originally published as two articles in the Yale Law Journal in 1913 and 1917 and are ""...now a standard part of legal thinking."" Walker, Oxford Companion to Law 575. This edition is distinguished by the foreword by Arthur L. Corbin, author of the renowned Corbin on Contracts. Wesley Hohfeld 1879-1918] was a professor of law at Stanford Law School and Yale Law School.","Lawbook Exchange, Limited, The",2000,Law,,,,130.0,,,,,,,,,,,,,2023-07-27,1,9781584771623.jpg
book,The Concept of Law,H. L. A. Hart,H.,Hart,9780198760726.0,0198760728,,"Oxford University Press, Incorporated",1976,Law,,,,274.0,,,,,,,,,,,,,2023-08-03,1,9780198760726.jpg
book,Natural Rights Theories,Richard Tuck,Richard,Tuck,9780521285094.0,0521285097,"This book shows how political argument in terms of rights and natural rights began in medieval Europe, and how the theory of natural rights was developed in the seventeenth century after a period of neglect in the Renaissance. Dr Tuck provides a new understanding of the importance of Jean Gerson in the formation of the theories, and of Hugo Grotius in their development; he also restores the Englishman John Selden's ideas to the prominence they once enjoyed, and shows how Thomas Hobbes's political theory can best be understood against this background. In general, the book enables us to understand more fully the characteristics of the natural rights theories available to the men of the Enlightenment, and thereby to appreciate the complexity and equivocal nature of modern right theories.",Cambridge University Press,1979,Philosophy,,,,196.0,,,,,,,,,,,,,2023-08-03,1,9780521285094.jpg
book,Why Punish?,Nigel Walker,Nigel,Walker,9780192892195.0,0192892193,"In this fresh look at our justifications for punishment, Walker argues that the modern retributive theory of punishment has not solved the problems of the classical utilitarian approach, and has indeed created new ones of its own. Having researched these problems and discussed them with judges, magistrates, jurists, philosophers, and prisoners, he distinguishes rhetoric from hard reasoning and shows that attempts at intellectual compromises between utilitarians and retributivists do not stand up to close examination. The book also deals with aspects normally left to theologians, such as remorse and forgiveness, and with the humanitarian movement.","Oxford University Press, Incorporated",1991-09-26,Philosophy,,,,192.0,,,,,,,,,,,,,2023-08-03,1,9780192892195.jpg
book,Liberty,"Isaiah Berlin, Henry Hardy (Editor)",Isaiah,Berlin,9780199249893.0,019924989X,"Liberty is a revised and expanded edition of the book that Isaiah Berlin regarded as his most important - Four Essays on Liberty, a standard text of liberalism, constantly in demand and constantly discussed since it was first published in 1969. Writing in Harper's, Irving Howe described it as'an exhilarating performance - this, one tells oneself, is what the life of the mind can be'.Berlin's editor Henry Hardy has revised the text, incorporating a fifth essay that Berlin himself had wanted to include. He has also added further pieces that bear on the same topic, so that Berlin's principal statements on liberty are at last available together in one volume. Finally, in anextended preface and in appendices drawn from Berlin's unpublished writings he exhibits some of the biographical sources of Berlin's lifelong preoccupation with liberalism. These additions help us to grasp the nature of Berlin's 'inner citadel', as he called it - the core of personal conviction fromwhich some of his most influential writing sprang.","Oxford University Press, Incorporated",2002-05-23,Philosophy,,,,416.0,,,,,,,,,,,,,2023-08-05,1,9780199249893.jpg
book,A Warning from the Golden Toad,Tim Flannery,Tim,Flannery,9780241514436.0,0241514436,"In twenty short books, Penguin brings you the classics of the environmental movement.Taking us on an extraordinary journey into the past and around the globe, from coral reefs to the North Pole, deserts to rainforests, Tim Flannery's A Warning from the Golden Toad tells the story of the earth's climate, and how we have changed it.. Over the past 75 years, a new canon has emerged. As life on Earth has become irrevocably altered by humans, visionary thinkers around the world have raised their voices to defend the planet, and affirm our place at the heart of its restoration. Their words have endured through the decades, becoming the classics of a movement. Together, these books show the richness of environmental thought, and point the way to a fairer, saner, greener world. Leer más",Penguin Classics,2021-08-26,Environment,,,,96.0,,,,,,,,,,,,,2023-08-12,1,9780241514436.jpg
book,Hot Money,Naomi Klein,Naomi,Klein,9780141996882.0,0141996889,"In twenty short books, Penguin brings you the classics of the environmental movement.In Hot Money Naomi Klein lays out the evidence that deregulated capitalism is waging war on the climate, and shows that, in order to stop the damage, we must change everything we think about how our world is run.Over the past 75 years, a new canon has emerged. As life on Earth has become irrevocably altered by humans, visionary thinkers around the world have raised their voices to defend the planet, and affirm our place at the heart of its restoration. Their words have endured through the decades, becoming the classics of a movement. Together, these books show the richness of environmental thought, and point the way to a fairer, saner, greener world. Leer más",Penguin Books Ltd,2021-08-26,Environment,,,,1.0,,,,,,,,,,,,,2023-08-12,1,9780141996882.jpg
book,Under a White Sky: The Nature of the Future,Elizabeth Kolbert,Elizabeth,Kolbert,9781847925442.0,1847925448,"**A TIMES, SUNDAY TIMES AND GUARDIAN 'BOOK OF 2021'** 'Important, necessary, urgent and phenomenally interesting' HELEN MACDONALD, New York Times The author of the international bestseller The Sixth Extinction returns to humanity's transformative impact on the environment, asking: can we save nature in time?. Elizabeth Kolbert has become one of the most important writers on the environment. Now she investigates the immense challenges humanity faces as we scramble to reverse, in a matter of decades, the effects we've had on the atmosphere, the oceans, the world's forests and rivers - on the very topography of the globe.. In Under a White Sky, she takes a hard look at the new world we are creating. Along the way, she meets biologists who are trying to preserve the world's rarest fish; engineers who are turning carbon emissions to stone in Iceland; Australian researchers who are trying to develop a 'super coral' that can survive on a hotter globe; and physicists who are contemplating shooting tiny diamonds into the stratosphere to cool the earth, changing the sky from blue to white.. One way to look at human civilisation, says Kolbert, is as a ten-thousand-year exercise in defying nature. By turns inspiring, terrifying and darkly comic, Under a White Sky is an utterly original examination of the challenges we face.. **CHOSEN BY BILL GATES AND BARACK OBAMA AS A SUMMER 2021 READ** Leer más",Bodley Head,2021-03-04,Environment,,,,256.0,,,,,,,,,,,,,2023-08-17,1,9781847925442.jpg
book,Carbon Capture,Howard J. Herzog,Howard,Herzog,9780262535755.0,0262535750,"A concise overview of carbon dioxide capture and storage (CCS), a promising but overlooked climate change mitigation pathway.The burning of fossil fuels releases carbon dioxide (CO2), and these CO2 emissions are a major driver of climate change. Carbon capture offers a path to climate change mitigation that has received relatively little attention. In this volume in the MIT Press Essential Knowledge series, Howard Herzog offers a concise guide to carbon capture, covering basic information as well as the larger context of climate technology and policy. Carbon capture, or carbon dioxide capture and storage (CCS), refers to a suite of technologies that reduce CO2 emissions by ""capturing"" CO2 before it is released into the atmosphere and then transporting it to where it will be stored or used. It is the only climate change mitigation technique that deals directly with fossil fuels rather than providing alternatives to them. Herzog, a pioneer in carbon capture research, begins by discussing the fundamentals of climate change and how carbon capture can be one of the solutions. He explains capture and storage technologies, including chemical scrubbing and the injection of CO2 deep underground. He reports on current efforts to deploy CCS at factories and power plants and attempts to capture CO2 from the air itself. Finally, he explores the policies and politics in play around CCS and argues for elevating carbon capture in the policy agenda.",MIT Press,2018-09-11,Environment,,,,216.0,,,,,,,,,,,,,2023-08-19,1,9780262535755.jpg
book,This Changes Everything,Naomi Klein,Naomi,Klein,9780241956182.0,0241956188,"Forget everything you think you know about climate change. It's not about carbon - it's about capitalism. The good news is that we can seize this existential crisis to transform our failed economic system and build something radically better. In her most provocative book yet, Naomi Klein, author of the global bestsellers The Shock Doctrine and No Logo, tackles the most profound threat humanity has ever faced: the war our economic model is waging against life on earth. International Bestseller 'The most important book I've read all year - perhaps in a decade . . . crucially, she leaves the reader with a sense of optimism.' Stephanie Merritt, Observer, Books of the Year 'A book of such ambition and consequence it is almost unreviewable . . . The most momentous and contentious environmental book since Silent Spring.' Rob Nixon, The New York Times 'A book that changes our understanding of the world.' Libby Blanchard, Huffington Post 'Naomi is like a great doctor - she can diagnose problems nobody else sees.' Alfonso Cuarón 'Damn right, this changes everything . . . one of the greatest nonfiction works of all time . . . not just a book. It is a path of survival.' D. R. Rucker, Washington Monthly",Penguin Books Limited,2015,Environment,,,,566.0,,,,,,,,,,,,,2023-08-19,1,9780241956182.jpg
book,How to Raise Successful People,Esther Wojcicki,Esther,Wojcicki,9781786331267.0,1786331268,"Being a parent is complicated – but the trick to succeed is simpler than you think.. There are no Nobel Prizes for parenting or education, but if there were, Esther Wojcicki would be the bookies’ favourite. Known as the Godmother of Silicon Valley – or simply Woj – Esther’s three daughters have all gone on to huge success in their professional fields and, more importantly, their personal lives. What’s her secret?. As we face an epidemic of parental and childhood anxiety, Woj has the advice every parent wants to hear: climb out of that helicopter and relax.. Her tried and tested TRICK system will help you:. · Let your child discover their own passions· Move on from past parenting mistakes· Build rock-solid foundations for a lifelong relationship· Be brave enough to give your child freedom · Work with your children, not against them· Set healthy relationships with technology . Your children are the future. If you change your parenting, you can change the world.______________________________. 'A brilliant book. It should be on the bookshelf of every parent.' FROST MAGAZINE. 'Esther Wojcicki is leading a revolution . . . How to Raise Successful People shows us how to be our best so our children can be their best.' ARIANA HUFFINGTON Leer más",Hutchinson,2019-05-02,Parenting,,,,336.0,,,,,,,,,,,,,2023-08-23,1,9781786331267.jpg
book,Carbon Almanac,The Carbon Almanac Network,The,Network,9780241594827.0,0241594820,,Penguin Business,2022-07-19,Environment,,,,352.0,,,,,,,,,,,,,2023-08-23,1,9780241594827.jpg
book,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken,Paul,Hawken,9780141988436.0,0141988436,,Penguin Group,2018-02,Environment,,,,256.0,,,,,,,,,,,,,2023-08-27,1,9780141988436.jpg
book,Philosophy in the Twentieth Century,Alfred Jules Ayer,Alfred,Ayer,9780041000443.0,0041000447,,Taylor &amp; Francis,1982,Philosophy,,,,280.0,,,,,,,,,,,,,2023-09-03,1,9780041000443.jpg
book,Este libro te hará vivir más,Tamara Pazos,Tamara,Pazos,9788449340697.0,8449340691,"¡RELÁJATE! ¡DESCANSA! ¡HAZ DEPORTE! VALE, VALE… PERO ¿CÓMO?Hoy en día vivimos más, pero ¿vivimos mejor? El mundo laboral y el auge de la era digital han fomentado el sedentarismo, los malos hábitos alimentarios y el estrés crónico, y muchas personas se sienten mal por no poder dedicar el tiempo necesario a su bienestar.Tamara Pazos, bióloga especializada en neurociencia, lleva años investigando cómo utilizar la divulgación científica como prevención de riesgos para la salud y recoge en esta completísima guía las cinco grandes áreas en las que, con pequeños cambios, conseguiremos reajustar nuestras rutinas y mejorar nuestra salud:Los ritmos circadianos, que nos regulanEl sueño, que nos reparaLa atención, que nos conecta al presenteEl ejercicio físico, que nos da vigorLa alimentación, que nos nutreCon rigor científico, un estilo ameno y muy práctico, Este libro te hará vivir más (o por lo menos mejor) presenta pautas sencillas y para todos los bolsillos que nos permitirán desarrollar buenos hábitos. Un manual de referencia para quienes quieran disfrutar de una vida saludable sin culpas ni presiones. Leer más",Ediciones Paidós,2023-04-12,Medicine,,,,320.0,,,,,,,,,,,,,2023-09-03,1,9788449340697.jpg
book,A Room of One's Own,Virginia Woolf,Virginia,Woolf,9780141018980.0,0141018984,"A Room of One's Own is an extended essay by Virginia Woolf. First published in 1929, it was based on a series of lectures she delivered at Newnham College and Girton College, two women's colleges at Cambridge University in 1928.",Penguin UK,2005-02-01,Gender studies,,,,131.0,,,,,,,,,,,,,2023-09-03,1,9780141018980.jpg
book,"Nasty, Brutish, and Short: Adventures in Philosophy with Kids",Scott Hershovitz,Scott,Hershovitz,9780141993027.0,0141993022,,Penguin Group,2023-05-04,Philosophy,,,,384.0,,,,,,,,,,,,,2023-09-03,1,9780141993027.jpg
book,Life in the United Kingdom: A Guide for New Redidents,UK Home Office,UK,Office,9780113413409.0,0113413408,"This 3rd edition of Life in the United Kingdom is the official handbook for the new Life in the UK tests to be taken on or after 25 March 2013. It contains all the official learning material for the test and is written in clear, simple language - making it easy to understand. It covers a range of topics you need to know to pass your test and apply for UK citizenship or permanent residency, including: the process of becoming a citizen or permanent resident; the values and principles of the UK; traditions and culture from around the UK; the events and people that have shaped the UK's history; the government and the law; getting involved in your community. A glossary and index are included.",,2013-01-01,Reference,,,,180.0,,,,,,,,,,,,,2023-09-07,1,9780113413409.jpg
book,Life in the United Kingdom: Official Practice Questions and Answers,UK Home Office,UK,Office,9780113414178.0,011341417X,"The ONLY OFFICIAL question-and-answer book for the Life in the UK test. Life in the United Kingdom: Official Practice Questions and Answers is an essential study aid to help you pass the Life in the UK test first time. To help you prepare for your Life in the UK test and become a citizen or permanent resident of the UK, this question-and-answer book will test your knowledge of the official handbook, Life in the UK: A Guide for New Residents (3rd edition).Inside this book you will find:(i) Sample practice tests containing 24 questions each - just like the real official test;(ii) More than 400 questions based on the official handbook;(iii) Explanations for the answers to each question and references to pages within the official handbook to provide a complete learning experience; (iv) Important information about the Life in the UK test, and advice on how to prepare for your test","Stationery Office, The",2021-09-08,Reference,,,,197.0,,,,,,,,,,,,,2023-09-07,1,9780113414178.jpg
book,Life in the United Kingdom: Official Study Guide,UK Home Office,UK,Office,9780113413423.0,0113413424,"Revised 2018 this study guide, endorsed by the Home Office, is designed to accompany ""Life in the United Kingdom: A Guide for New Residents"" (3rd edition 2013, ISBN 9780113413409), the official handbook which covers all the questions that may be asked in the citizenship test (valid for tests taken from 25 March 2013). Chapter 1 provides general information about the Life in the UK test. Chapters 2 to 6 consist mainly of practice questions (each chapter has the same number as the relevant chapter in the main publication). Also included are a full ESOL (English for Speakers of Other Languages) entry 3 level reading self-assessment test and additional sources of information.","Stationery Office, The",2013,Reference,,,,143.0,,,,,,,,,,,,,2023-09-07,1,9780113413423.jpg
book,Political Philosophy,Adam Swift,Adam,Swift,9780745635323.0,0745635326,"How can politicians across the political spectrum appeal to the same values? This edition answers this questions, using examples to equip readers to think for themselves about the ideas that shape political life. Bringing It provides tools to cut through the complexities of modern politics, aiming to make a contribution to the democratic process.",Polity,2006-08-04,Philosophy,,,,240.0,,,,,,,,,,,,,2023-09-14,1,9780745635323.jpg
book,Commonplace Book,"Moore, George Edward",Moore,Moore,9781317828341.0,1317828348,"First published in 2002. Routledge is an imprint of Taylor &amp; Francis, an informa company.",Routledge,2013-12-19,Philosophy,,,,440.0,,,,,,,,,,,,,2023-09-18,1,9781317828341.jpg
book,Chronicles Of A Liquid Society,Umberto Eco,Umberto,Eco,9781911215318.0,1911215310,"Umberto Eco was an international cultural superstar. A celebrated essayist as well as novelist, in this, his last collection, he explores many aspects of the modern world with irrepressible curiosity and wisdom. . A crisis in ideological values, a crisis in politics, unbridled individualism – the familiar backdrop to our lives: a ‘liquid society’ where it’s not easy to find a polestar, though stars and starlets are not lacking.. In these pieces, written by Eco as articles for his regular column in l’Espresso magazine, he brings his dazzling erudition and keen sense of the everyday to bear on topics such as popular culture and politics, being seen, conspiracies, the old and the young, mobile phones, mass media, racism, good manners and the crisis in ideological values. It is a final gift to his readers – astute, witty and illuminating. Leer más",Random House Uk,2017-11-13,Essays,,,,304.0,,,,,,,,,,,,,2023-11-25,1,9781911215318.jpg
book,Turning Back the Clock,Umberto Eco,Umberto,Eco,9781846550355.0,1846550351,,Penguin Random House,2007,Essays,,,,384.0,,,,,,,,,,,,,2023-11-29,1,9781846550355.jpg
book,Pormishuevismo,Erik Harley,Erik,Harley,9788491586234.0,8491586237,"Erik Harley, experto en Estudios Urbanos y creador del término ""Pormishuevismo"", un falso movimiento artístico que investiga la arquitectura especulativa y corrupta, nos guía a través de doce fascinantes rutas por todo el territorio español, explorando el despilfarro de dinero público en costosas construcciones cuya marca indeleble está presente en nuestros paisajes. Estas rutas recorren paraísos pormishuevistas de España con la más variada temática: juegos olímpicos, exposiciones universales, rascacielos a pie de playa, rotondas inimaginables, ciudades de todo tipo (de la cultura, de las artes y las ciencias, de las vacaciones...) y muchos, pero muchos millones de euros. Armado con su casco de obra, humor, desparpajo y datos demoledores, Erik desvela algunos de los secretos que se esconden detrás de estos proyectos constructivos, permitiéndonos comprender mejor la historia reciente del país ibérico a través de su arquitectura, sus monumentos y los debates que ha suscitado tanto despilfarro.El libro incluye mapas con los itinerarios, una generosa edición gráfica y numerosos códigos QR que enlazan a vídeos pormishuevistas, canciones y noticias de la época, para que no pierdas detalle y puedas realizar las mismas rutas que hace Erik con Oficina Periferia. Leer más",Anaya Touring,2023-10-05,Architecture,,,,328.0,,,,,,,,,,,,,2023-11-29,1,9788491586234.jpg
book,Walden,Henry David Thoreau,Henry,Thoreau,9781784872410.0,1784872415,"WITH AN INTRODUCTION BY BENJAMIN MARKOVITS In 1845 Thoreau, a Harvard-educated 28-year-old, went to live by himself in the woods in Massachusetts. He stayed for over two years, living self-sufficiently in a small cabin built with his own hands. Walden is his personal account of the experience, in which he documents the beauty and fulfilment to be found in the wilderness, and his philosophical and political motivations for rejecting the materialism which continues to define our modern world.",Penguin Random House,2017-08-22,Essays,,,,320.0,,,,,,,,,,,,,2023-12-04,1,9781784872410.jpg
book,Tao Te Ching,Lao Tzu,Lao,Tzu,9780711212787.0,0711212783,"'Do you want to improve the world? I don't think it can be done. The world is sacred. It can't be improved. If you tamper with it, you'll ruin it. If you treat it like an object, you'll lose it.' Stephen Mitchell's translation of Lao Tzu's Tao Te Ching (The Book of the Way) has sold over half a million copies worldwide. In this stunningly beautiful edition of the fundamental modern Taoist philosophy text, Mitchell's words are set against ancient Chinese paintings selected by Asian art expert, Dr Stephen Little.",Quarto Publishing Group UK,1999-04-01,Religion,,,,96.0,,,,,,,,,,,,,2023-12-04,1,9780711212787.jpg
book,People in Production,Mass Observation,Mass,Observation,,,S117,Penguin,1942-10-23,Penguin Specials WWII,,,,,,,,,,,,,,,,,2023-12-04,1,PENGUIN_S117.jpg
book,Why Britain is at War,Harold Nicolson,Harold,Nicolson,,,S47,Penguin,1939-11-07,Penguin Specials WWII,,,,,,,,,,,,,,,,,2023-12-04,1,PENGUIN_S047.jpg
book,The Gospel for Tomorrow,The Bishop of Truro,The,Truro,,,S93,Penguin,1941-09-23,Penguin Specials WWII,,,,,,,,,,,,,,,,,2023-12-04,1,PENGUIN_S093.jpg
book,Germany Puts the Clock Back,Edgar Ansel Mowrer,Edgar,Mowrer,,,"S1
March 1938 reprint",Penguin,1937-11-14,Penguin Specials WWII,,,,,,,,,,,,,,,,,2023-12-04,1,PENGUIN_S001.jpg
book,Country and Town,G. M. Young,G.,Young,,,S139,Penguin,1943-11-01,Penguin Specials WWII,,,,,,,,,,,,,,,,,2023-12-04,1,PENGUIN_S139.jpg
book,The German Lebensraum,Robert E. Dickinson,Robert,Dickinson,,,S106,Penguin,,Penguin Specials WWII,,,,,,,,,,,,,,,,,2023-12-04,1,PENGUIN_S106.jpg
book,Where Do We Go From Here?,Harold J. Laski,Harold,Laski,,,S78,Penguin,1940-09-10,Penguin Specials WWII,,,,,,,,,,,,,,,,,2023-12-04,1,PENGUIN_S078.jpg
book,The World's Religions,Huston Smith,Huston,Smith,9780061660184.0,0061660183,"Huston Smith's masterpiece explores the essential elements and teachings of the world's predominant faiths, including Hinduism, Buddhism, Confucianism, Taoism, Judaism, Christianity, Islam, and the native traditions of Australia, Africa, Oceania, and the Americas. Emphasizing the inner--rather than the institutional--dimension of these religions, Smith devotes special attention to Zen and Tibetan Buddhism, Sufism, and the teachings of Jesus.He convincingly conveys the unique appeal and gifts of each of the traditions and reveals their hold on the human heart and imagination.",HarperCollins Publishers,2009-03-17,Religion,,,,448.0,,,,,,,,,,,,,2023-12-10,1,9780061660184.jpg
book,The Religions Book,DK,DK,DK,9781409324911.0,1409324915,"Along with the teaching highlights of pre-eminent figures such as Mahatma Gandhi, Saint Paul, and Al-Ghazali, this title includes a handy reference section that features a glossary of religious terms and a roadmap to all the branches of the faiths and the points of doctrine or tradition on which they differ.",DK Publishing (Dorling Kindersley),2013,Religion,,,,352.0,,,,,,,,,,,,,2023-12-10,1,9781409324911.jpg
book,Ages of Gaia: A Biography of Our Living Earth,James Lovelock,James,Lovelock,9780192862174.0,0192862170,"James Lovelock proposes that all living species are components of that organism, as cells are components of the human body.","Oxford University Press, USA",2000,Biology,,,,255.0,,,,,,,,,,,,,2023-12-11,1,9780192862174.jpg
book,Civil Disobedience and Other Essays,Henry David Thoreau,Henry,Thoreau,9781892933836.0,1892933837,"Civil Disobedience and Other Essays is a collection of some of Henry David Thoreau's most important essays. Contained in this volume are the following essays: Civil Disobedience, Natural History of Massachusetts, A Walk to Wachusett, The Landlord, A Winter Walk, The Succession of Forest Trees, Walking, Autumnal Tints, Wild Apples, Night and Moonlight, Aulus Persius Flaccus, Herald of Freedom, Life Without Principle, Paradise (to be) Regained, A Plea for John Brown, The Last Days of John Brown, After the Death of John Brown, The Service, Slavery in Massachusetts, and Wendell Phillips Before Concord Lyceum.",BN Publishing,2020-07-12,Essays,,,,138.0,,,,,,,,,,,,,2023-12-11,1,9781892933836.jpg
book,Historia general del País Vasco,Manuel Montero,Manuel,Montero,9788471484338.0,8471484331,,,2008,History,,,,555.0,,,,,,,,,,,,,2023-12-18,1,9788471484338.jpg
book,Todo sobre la renta basica,"Jose Iglesias Fernandez, Josep Manel Busqueta, Manolo Saez Bayona",Jose,Fernandez,9788488455994.0,8488455992,,Virus Editorial,2005-05-03,Politics,,,,141.0,,,,,,,,,,,,,2023-12-20,1,9788488455994.jpg
