item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies,cover
book,Examined Life,Robert Nozick,Robert,Nozick,9780671725013.0,0671725017,"One of this century's most original philosophical thinkers, Nozick brilliantly renews Socrates's quest to uncover the life that is worth living. In brave and moving meditations on love, creativity, happiness, sexuality, parents and children, the Holocaust, religious faith, politics, and wisdom, The Examined Life brings philosophy back to its preeminent subject, the things that matter most. We join in Nozick's reflections, weighing our experiences and judgments alongside those of past thinkers, to embark upon our own voyages of understanding and change.",Simon &amp; Schuster,1990-12-15,Philosophy,,,,320.0,,,,,,,,,,,,,2020-05-27,1,9780671725013.jpg
book,Connectome,Sebastian Seung,Sebastian,Seung,9780547508184.0,0547508182,"We know that each of us is unique, but science has struggled to pinpoint where, precisely, our uniqueness resides. Is it in our genes? The structure of our brains? Our genome may determine our eye color and even aspects of our personality. But our friendships, failures, and passions also shape who we are. The question is: how?Sebastian Seung, a dynamic professor at MIT, is on a quest to discover the biological basis of identity. He believes it lies in the pattern of connections between the brain's neurons, which change slowly over time as we learn and grow. The connectome, as it's called, is where our genetic inheritance intersects with our life experience. It's where nature meets nurture.Seung introduces us to the dedicated researchers who are mapping the brain's connections, neuron by neuron, synapse by synapse. It is a monumental undertaking--the scientific equivalent of climbing Mount Everest--but if they succeed, it could reveal the basis of personality, intelligence, memory, and perhaps even mental disorders. Many scientists speculate that people with anorexia, autism, and schizophrenia are ""wired differently,"" but nobody knows for sure. The brain's wiring has never been clearly seen.In sparklingly clear prose, Seung reveals the amazing technological advances that will soon help us map connectomes. He also examines the evidence that these maps will someday allow humans to ""upload"" their minds into computers, achieving a kind of immortality.Connectome is a mind-bending adventure story, told with great passion and authority. It presents a daring scientific and technological vision for at last understanding what makes us who we are. Welcome to the future of neuroscience.",Houghton Mifflin Harcourt Publishing Company,2012-02-07,Medicine,,,,384.0,,,,,,,,,,,,,2020-05-27,1,9780547508184.jpg
book,The Miracle Of Mindfulness,Thich Nhat Hanh,Thich,Hanh,9781846041068.0,1846041066,"In this beautifully written book, Buddhist monk and Nobel Peace Prize nominee Thich Nhat Hanh explains how to acquire the skills of mindfulness. Once we have these skills, we can slow our lives down and discover how to live in the moment - even simple acts like washing the dishes or drinking a cup of tea may be transformed into acts of meditation. Thich Nhat Hanh's gentle anecdotes and practical exercises help us to arrive at greater self-understanding and peacefulness, whether we are beginners or advanced students. Irrespective of our particular religious beliefs, we can begin to reap the immense benefits that meditation has been scientifically proven to offer. We can all learn how to be mindful and experience the miracle of mindfulness for ourselves.",,2008,Meditation,,,,,,,,,,,,,,,,,2020-05-27,1,9781846041068.jpg
book,Relentless Forward Progress,Bryon Powell,Bryon,Powell,9781891369902.0,1891369903,"Marathons have become too easy for some runners. What was once the pinnacle of achievement in a runner's life is now a stepping stone for extraordinary adventure in ultramarathoning. The number of ultrarunners--those running distances of 50k (31miles), 50 miles, 100k (62 miles), or 100 miles--is growing astronomically each year. Dean Karnazes' Ultramarathon Man and Chris McDougall's Born to Run have inspired tens of thousands to try these seemingly superhuman distances. But to date, there has been no practical guide to ultramarathoning. Now, Bryon Powell has written Relentless Forward Progress, the first how-to manual for aspiring ultrarunners. Powell covers every aspect of training for and racing ultra distances. This encyclopedic volume prepares runners for going farther than they have ever gone beforeand, in the process, shows them that they are capable of the ""impossible.""",Breakaway Books,2011,Running,,,,208.0,,,,,,,,,,,,,2020-05-27,1,9781891369902.jpg
book,The Big Book of Endurance Training and Racing,Philip Maffetone,Philip,Maffetone,9781616080655.0,1616080655,"“Welcome to what will undoubtedly be a whole new level of athleticperformance.”—Mark Allen, six-time winner of the Hawaii Ironman.","Skyhorse Publishing, Inc.",2010-09-22,Running,,,,528.0,,,,,,,,,,,,,2020-05-27,1,9781616080655.jpg
book,The Rise of the Ultra Runners,Adharanand Finn,Adharanand,Finn,9781783351329.0,1783351322,An electrifying and inspiring account of one of the toughest sports in the world.,"Faber &amp; Faber, Limited",2019-05-16,Running,,,,384.0,,,,,,,,,,,,,2020-05-27,1,9781783351329.jpg
book,Daniel's Running Formula,Jack Daniels,Jack,Daniels,9781450431835.0,1450431836,"Get in the best shape of your running career with the help of Daniels' Running Formula, the book that Runner's World magazine calls the best training book. Premier running coach Jack Daniels provides you with his legendary VDOT formula to guide you through training at exactly the right intensity to run stronger, longer, and faster. Choose a program to get in shape, target a race program, or regain conditioning after layoff or injury. Train for competition with programs for 800 meters, 1500 meters to 2 miles, cross country races, 5K to 10K, 15K to 30K, and marathon events. Each program incorporates training intensities to help you build endurance, strength, and speed. With Daniels' Running Formula, you'll track the time you spend at each level, train more efficiently, and optimize results. Completely updated with new chapters on altitude training, seasonal programming, and treadmill training, Daniels' Running Formula, Third Edition, is the most comprehensive, accessible, and instantly applicable edition to date. Customizable to your current fitness level, competition goals, and schedule, the formula is the ideal solution for any race, anywhere, anytime. Whether training or competing, get the results you're seeking every time you lace up with the workouts and programs detailed in Daniels' Running Formula.",Human Kinetics,2013-12-31,Running,,,,320.0,,,,,,,,,,,,,2020-05-27,1,9781450431835.jpg
book,"Moda, fe y fantasía en la nueva física del universo",Roger Penrose,Roger,Penrose,9788499927893.0,8499927890,"Signed edition
Signed to Imanol",DEBATE,2017-10,Physics,,,,640.0,,,,,,,,,,,,,2020-05-27,1,9788499927893.jpg
book,Mastery,Robert Greene,Robert,Greene,9781781250914.0,178125091X,"Around the globe, people are facing the same problem - that we are born as individuals but are forced to conform to the rules of society if we want to succeed. To see our uniqueness expressed in our achievements, we must first learn the rules - and then how to change them completely. Charles Darwin began as an underachieving schoolboy, Leonardo da Vinci as an illegitimate outcast. The secret of their eventual greatness lies in a 'rigorous apprenticeship': by paying close and careful attention, they learnt to master the 'hidden codes' which determine ultimate success or failure. Then, they rewrote the rules as a reflection of their own individuality, blasting previous patterns of achievement open from within. Told through Robert Greene's signature blend of historical anecdote and psychological insight and drawing on interviews with world leaders, Mastery builds on the strategies outlined in The 48 Laws of Power to provide a practical guide to greatness - and how to start living by your own rules.",,,Business,,,,,,,,,,,,,,,,,2020-05-27,1,9781781250914.jpg
book,The Art of War,Sun-tzu,Sun-tzu,Sun-tzu,9781503107601.0,1503107604,The Art of War is the perfect guide to anyone wishing to elevate their strategic thinking. It had been used over the years by millions in fields from politics to business to just everyday life.,CreateSpace Independent Publishing Platform,2014-11-05,Warfare,,,,54.0,,,,,,,,,,,,,2020-05-27,1,9781503107601.jpg
book,The Complete Gude to Property Investing Success,"Angela Bryant, Angela Bryant",Angela,Bryant,9781905823475.0,1905823479,"In The Complete Guide to Property Investing Success, you will learn all you need to succeed in property, with a focus on buy-to-let. Angela shares her secrets throughout this refreshingly personal account of how to build a £10 million property portfolio. You will learn what you need to succeed in buy-to-let, even in challenging times, including how to: Source, analyze and structure fantastic win-win property deals   Plan and undertake thorough risk assessment   Use buy-to-let mortgages to leverage your portfolio growth   Number crunching: looking at yield, capital gains and the importance of good cash flow   Choosing your property with care   Managing your properties and your tenants with expertise   Dave's Diary is also featured throughout, with many invaluable tips and tricks to help you manage and maintain your properties expertly, helping you to maximize your property income.  ",Lifestyle Entrepreneurs Press,2018-05-18,Finance,,,,284.0,,,,,,,,,,,,,2020-05-27,1,9781905823475.jpg
book,Nudge,"Richard H Thaler, Cass R Sunstein",Richard,Thaler,9780141040011.0,0141040017,"'Probably the most influential popular science book ever written' - BBC Radio 4 'Nudge has changed the world. You may not realise it, but as a result of its findings you're likely to live longer, retire richer and maybe even save other people's lives' - The TimesFrom Cass R. Sunstein and Richard H. Thaler, winner of the 2017 Nobel Prize in Economics, Nudge is the book that has changed the way we think about decision-making Nudge is about choices - how we make them and how we can make better ones. Every day we make decisions: about the things that we buy or the meals we eat; about the investments we make or our children's health and education; even the causes that we champion or the planet itself. Unfortunately, we often choose poorly. We are all susceptible to biases that can lead us to make bad decisions. And, as Thaler and Sunstein show, no choice is ever presented to us in a neutral way. By knowing how people think, we can make it easier for them to choose what is best for them, their families and society. Using dozens of eye-opening examples and original research, the authors demonstrate how to nudge us in the right directions, without restricting our freedom of choice. 'How often do you read a book that is both important and amusing, both practical and deep? ... A must-read for anyone who wants to see both our minds and our society working better' Daniel Kahneman, author of Thinking, Fast and Slow 'I love this book. It is one of the few books I've read recently that fundamentally changes the way I think about the world' Steven D. Levitt, co-author of Freakonomics",,2009,Economics,,,,,,,,,,,,,,,,,2020-05-27,1,9780141040011.jpg
book,On the Shortness of Life,Lucius Annaeus Seneca,Lucius,Seneca,9780141018812.0,014101881X,"Throughout history, some books have changed the world. They have transformed the way we see ourselves � and each other. They have inspired debate, dissent, war and revolution. They have enlightened, outraged, provoked and comforted. They have enriched lives � and destroyed them. Now Penguin brings you the works of the great thinkers, pioneers, radicals and visionaries whose ideas shook civilization, and helped make us who we are. The Stoic writings of the philosopher Seneca offer powerful insights into the art of living, the importance of reason and morality, and continue to provide profound guidance to many through their eloquence, lucidity and timeless wisdom.",Penguin UK,2005-02-01,Philosophy,,,,112.0,,,,,,,,,,,,,2020-05-27,1,9780141018812.jpg
book,The Intelligent Investor,Benjamin Graham,Benjamin,Graham,9780060555665.0,0060555661,"More than one million hardcovers sold Now available for the first time in paperback! The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market Conditions The greatest investment advisor of the twentieth century, Benjamin Graham taught and inspired people worldwide. Graham's philosophy of ""value investing"" -- which shields investors from substantial error and teaches them to develop long-term strategies -- has made The Intelligent Investor the stock market bible ever since its original publication in 1949. Over the years, market developments have proven the wisdom of Graham's strategies. While preserving the integrity of Graham's original text, this revised edition includes updated commentary by noted financial journalist Jason Zweig, whose perspective incorporates the realities of today's market, draws parallels between Graham's examples and today's financial headlines, and gives readers a more thorough understanding of how to apply Graham's principles. Vital and indispensable, this HarperBusiness Essentials edition of The Intelligent Investor is the most important book you will ever read on how to reach your financial goals.",HarperCollins Publishers,2003-07-08,Finance,,,,640.0,,,,,,,,,,,,,2020-05-27,1,9780060555665.jpg
book,Outliers: The Story of Success,Malcolm Gladwell,Malcolm,Gladwell,9780141036250.0,0141036257,,Back Bay Books,2009,Psychology,,,,,,,,,,,,,,,,,2020-05-27,1,9780141036250.jpg
book,Misbehaving,Richard H. Thaler,Richard,Thaler,9780393246773.0,0393246779,"Get ready to change the way you think about economics. Richard H. Thaler has spent his career studying the radical notion that the central agents in the economy are humans—predictable, error-prone individuals. Misbehaving is his arresting, frequently hilarious account of the struggle to bring an academic discipline back down to earth—and change the way we think about economics, ourselves, and our world. Traditional economics assumes rational actors. Early in his research, Thaler realized these Spock-like automatons were nothing like real people. Whether buying a clock radio, selling basketball tickets, or applying for a mortgage, we all succumb to biases and make decisions that deviate from the standards of rationality assumed by economists. In other words, we misbehave. More importantly, our misbehavior has serious consequences. Dismissed at first by economists as an amusing sideshow, the study of human miscalculations and their effects on markets now drives efforts to make better decisions in our lives, our businesses, and our governments. Coupling recent discoveries in human psychology with a practical understanding of incentives and market behavior, Thaler enlightens readers about how to make smarter decisions in an increasingly mystifying world. He reveals how behavioral economic analysis opens up new ways to look at everything from household finance to assigning faculty offices in a new building, to TV game shows, the NFL draft, and businesses like Uber. Laced with antic stories of Thaler’s spirited battles with the bastions of traditional economic thinking, Misbehaving is a singular look into profound human foibles. When economics meets psychology, the implications for individuals, managers, and policy makers are both profound and entertaining. Shortlisted for the Financial Times &amp; McKinsey Business Book of the Year Award",W. W. Norton &amp; Company,2015-05-11,Economics,,,,336.0,,,,,,,,,,,,,2020-05-27,1,9780393246773.jpg
book,Napoleon The Great,Andrew Roberts,Andrew,Roberts,9780141032016.0,0141032014,,,2015-10-15,Biography,,,,,,,,,,,,,,,,,2020-05-27,1,9780141032016.jpg
book,An Introduction to Political Philosophy,Jonathan Wolff,Jonathan,Wolff,9780199296095.0,019929609X,"The revised edition of this highly successful text provides a clear and accessible introduction to some of the most important questions of political philosophy. Organized around major issues, Wolff provides the structure that beginners need, while also introducing some distinctive ideas of hisown.","Oxford University Press, Incorporated",2006,Philosophy,,,,240.0,,,,,,,,,,,,,2020-05-27,1,9780199296095.jpg
book,Ethics,Piers Benn,Piers,Benn,9781857284539.0,1857284534,"This introduction to ethics judiciously combines moral theory with applied ethics to give an opportunity for students to develop acute thinking About Ethical Matters.; The Author Begins Motivating A Concern For moral discourse by dispelling often met objections over relativism and subjectivity. interweaving normative and meta-ethical considerations, a convincing modern account of moral thinking emerges.; Moral theories - consequentialism, Kantianism, contractualism - are explained and illustrated in a way that holds the reader's attention, and students of ethics will take away a perceptive and practical understanding of the nature of moral reasoning and an ability, on such matters, to think afresh for themselves.",Routledge,1998,Philosophy,,,,240.0,,,,,,,,,,,,,2020-05-27,1,9781857284539.jpg
book,The Lessons of History,"Will Durant, Ariel Durant",Will,Durant,9781439149959.0,143914995X,"A concise survey of the culture and civilization of mankind, The Lessons of History is the result of a lifetime of research from Pulitzer Prize-winning historians Will and Ariel Durant. With their accessible compendium of philosophy and social progress, the Durants take us on a journey through history, exploring the possibilities and limitations of humanity over time. Juxtaposing the great lives, ideas, and accomplishments with cycles of war and conquest, the Durants reveal the towering themes of history and give meaning to our own.",Simon &amp; Schuster,2010-02-16,History,,,,128.0,,,,,,,,,,,,,2020-05-27,1,9781439149959.jpg
book,Empire: How Britain Made the Modern World,Niall Ferguson,Niall,Ferguson,9780141007540.0,0141007540,,,2004,History,,,,,,,,,,,,,,,,,2020-05-27,1,9780141007540.jpg
book,21 Lessons for the 21st Century,Yuval Noah Harari,Yuval,Harari,9781787330672.0,1787330672,"**THE NUMBER ONE BESTSELLER** Sapiens showed us where we came from. Homo Deus looked to the future. 21 Lessons for the 21st Century explores the present. How can we protect ourselves from nuclear war, ecological cataclysms and technological disruptions? What can we do about the epidemic of fake news or the threat of terrorism? What should we teach our children? Yuval Noah Harari takes us on a thrilling journey through today’s most urgent issues. The golden thread running through his exhilarating new book is the challenge of maintaining our collective and individual focus in the face of constant and disorienting change. Are we still capable of understanding the world we have created? ‘ Fascinating… compelling… [Harari] has teed up a crucial global conversation about how to take on the problems of the 21st century ’ Bill Gates, New York Times ‘Truly mind-expanding… Ultra-topical’ Guardian",,2018,Politics,,,,,,,,,,,,,,,,,2020-05-27,1,9781787330672.jpg
book,Homo deus,Yuval Noah Harari,Yuval,Harari,9781784703936.0,1784703931,Homo deus editado por Penguin,PENGUIN,2017-03-23,History,,,,,,,,,,,,,,,,,2020-05-27,1,9781784703936.jpg
book,Harry Potter and the Philosopher's Stone,J. K. Rowling,J.,Rowling,9781408812846.0,1408812843,"The first book in this award-winning and phenomenally bestselling series, rejacketed in a stylish new livery",Bloomsbury Publishing Plc,1997,Fiction,,,,336.0,,,,,,,,,,,,,2020-05-27,1,9781408812846.jpg
book,Beat the Dealer,Edward O. Thorp,Edward,Thorp,9780394703107.0,0394703103,"The Book That Made Las Vegas Change the Rules Over 1,000,000 Copies in Print Edward O. Thorp is the father of card counting, and in this classic guide he shares the revolutionary point system that has been successfully used by professional and amateur card players for generations. This book provides: o   an overview of the basic rules of the game o   proven winning strategies ranging from simple to advanced o   methods to overcome casino counter measures o   ways to spot cheating  o   charts and tables that clearly illustrate key concepts A fascinating read and an indispensable resource for winning big, Beat the Dealer is the bible for players of this game of chance.   **Bring these strategies into the casino: Perforated cards included in the book**  ",Knopf Doubleday Publishing Group,1966-04-12,Finance,to read,,,240.0,,,,,,,,,,,,,2020-06-03,2,9780394703107.jpg
book,A Man for All Markets,Edward O. Thorp,Edward,Thorp,9781786071972.0,1786071975,,,2017-10,Finance,,,,,,,,,,,,,,,,,2020-06-03,1,9781786071972.jpg
book,Dragons,Liam Byrne,Liam,Byrne,9781781857496.0,1781857490,"Britain's rise to global dominance from the 16th century onwards owed as much to the vision and creative energies of traders, merchants, industrialists and bankers as it did to wars of conquest fought by empire-building military men. Dragonstells the story of British business endeavour through the lives of ten titans of commerce. Beginning with the Tudor merchants who transformed England's economy via trade with the New World, Liam Byrne traces a golden line of British entrepreneurial genius through men such as Thomas Pitt, saviour of the East India Company; financier Nathan Rothschild, creator of the modern bond market; 'ethical capitalist' George Cadbury; and William Lever, brand-builder, philanthropist, and creator of Britain's first great multinational. At the start of the 21st century Britain remains a major economic power. Dragonsis both a rousing celebration of British business acumen and a fascinatingly informative narrative of a neglected but essential strand of our island's story.",Head of Zeus,2017-07-13,History,,,,496.0,,,,,,,,,,,,,2020-06-09,1,9781781857496.jpg
book,How Not To Die,"Gene Stone, Michael Greger",Gene,Stone,9781509852505.0,1509852506,"The International Bestseller 'Dr Michael Greger reveals the foods that will help you live longer' Daily Mail 'This book may help those who are susceptible to illnesses that can be prevented with proper nutrition' His Holiness the Dalai Lama Why rely on drugs and surgery to cure you of life-threatening disease when the right decisions can prevent you from falling ill to begin with? How Not To Die gives effective, scientifically-proven nutritional advice to prevent our biggest killers - including heart disease, breast cancer, prostate cancer, high blood pressure and diabetes - and reveals the astounding health benefits that simple dietary choices can provide. Based on the latest scientific research, the internationally bestselling How Not To Die examines each of the most common diseases to reveal what, how and why different foods affect us, and how increasing our consumption of certain foods and avoiding others can dramatically reduce our risk of falling sick and even reverse the effects of disease. It also shares Dr Greger's 'Daily Dozen' - the twelve foods we should all eat every day to stay in the best of health. With emphasis on individual family health history and acknowledging that everyone needs something different, Dr Michael Greger offers practical dietary advice to help you live longer, healthier lives.",,2017-12-27,Medicine,,,,,,,,,,,,,,,,,2020-06-11,1,9781509852505.jpg
book,"Functional Analysis, Sobolev Spaces and Partial Differential Equations",Haim Brézis,Haim,Brézis,9780387709130.0,0387709134,"This textbook is a completely revised, updated, and expanded English edition of the important Analyse fonctionnelle (1983). In addition, it contains a wealth of problems and exercises (with solutions) to guide the reader. Uniquely, this book presents in a coherent, concise and unified way the main results from functional analysis together with the main results from the theory of partial differential equations (PDEs). Although there are many books on functional analysis and many on PDEs, this is the first to cover both of these closely connected topics. Since the French book was first published, it has been translated into Spanish, Italian, Japanese, Korean, Romanian, Greek and Chinese. The English edition makes a welcome addition to this list.",Springer,2010-11-10,Mathematics,,,,,,,,,,,,,,,,,2020-06-15,1,9780387709130.jpg
book,Interest Rate Modelling,"Jessica James, Nick Webber",Jessica,James,9780471975236.0,0471975230,"As interest rate markets continue to innovate and expand it is becoming increasingly important to remain up-to-date with the latest practical and theoretical developments. This book covers the latest developments in full, with descriptions and implementation techniques for all the major classes of interest rate models-both those actively used in practice as well as theoretical models still 'waiting in the wings'. Interest rate models, implementation methods and estimation issues are discussed at length by the authors as are important new developments such as kernel estimation techniques, economic based models, implied pricing methods and models on manifolds. Providing balanced coverage of both the practical use of models and the theory that underlies them, Interest Rate Modelling adopts an implementation orientation throughout, making it an ideal resource for both practitioners and researchers.","John Wiley &amp; Sons, Incorporated",2000-06-08,Mathematics,,,,676.0,,,,,,,,,,,,,2020-06-15,1,9780471975236.jpg
book,A Tour of C++,Bjarne Stroustrup,Bjarne,Stroustrup,9780321958310.0,0321958314,"The C++11 standard allows programmers to express ideas more clearly, simply, and directly, and to write faster, more efficient code. Bjarne Stroustrup, the designer and original implementer of C++, thoroughly covers the details of this language and its use in his definitive reference, The C++ Programming Language, Fourth Edition.   In A Tour of C++ , Stroustrup excerpts the overview chapters from that complete reference, expanding and enhancing them to give an experienced programmer-in just a few hours-a clear idea of what constitutes modern C++. In this concise, self-contained guide, Stroustrup covers most major language features and the major standard-library components-not, of course, in great depth, but to a level that gives programmers a meaningful overview of the language, some key examples, and practical help in getting started.   Stroustrup presents the C++ features in the context of the programming styles they support, such as object-oriented and generic programming. His tour is remarkably comprehensive. Coverage begins with the basics, then ranges widely through more advanced topics, including many that are new in C++11, such as move semantics, uniform initialization, lambda expressions, improved containers, random numbers, and concurrency. The tour ends with a discussion of the design and evolution of C++ and the extensions added for C++11.   This guide does not aim to teach you how to program (see Stroustrup's Programming: Principles and Practice Using C++ for that); nor will it be the only resource you'll need for C++ mastery (see Stroustrup's The C++ Programming Language, Fourth Edition, for that). If, however, you are a C or C++ programmer wanting greater familiarity with the current C++ language, or a programmer versed in another language wishing to gain an accurate picture of the nature and benefits of modern C++, you can't find a shorter or simpler introduction than this tour provides.",Addison Wesley Professional,2014,Computer Science,,,,192.0,,,,,,,,,,,,,2020-06-15,1,9780321958310.jpg
book,Modern Portfolio Theory and Investment Analysis,"Martin J. Gruber, Stephen J. Brown, William N. Goetzmann Edwin J. Elton",Martin,Gruber,9788126528141.0,8126528141,,,2010-09-01,Mathematics,,,,,,,,,,,,,,,,,2020-06-15,1,9788126528141.jpg
book,Elliptic Partial Differential Equations of Second Order,"David Gilbarg, Neil S. Trudinger",David,Gilbarg,9783540411604.0,3540411607,"From the reviews: ""This is a book of interest to any having to work with differential equations, either as a reference or as a book to learn from. The authors have taken trouble to make the treatment self-contained. It (is) suitable required reading for a PhD student."" --New Zealand Mathematical Society, 1985",Springer,2001-01-12,Mathematics,,,,,,,,,,,,,,,,,2020-06-15,1,9783540411604.jpg
book,Hal Koerner's Field Guide to Ultrarunning,Hal Koerner,Hal,Koerner,9781937716592.0,1937716597,"Ultramarathons don't leave much room for mistakes. Don't learn the hard way; get a jump on training for an ultramarathon with Hal Koerner's Field Guide to Ultrarunning, a comprehensive guide to running 30 to 100 miles and beyond, written by one of the most experienced athletes in the sport. Hal Koerner is among America's top ultrarunners with podium results in more than 90 ultramarathons. In his smart, down-to-earth Field Guide, Koerner shares hard-earned wisdom, field-tested habits and practices, and reliable tips and guidelines to help you prepare for your most epic runs. You will read engaging stories of Koerner's own training and racing as well as insights and practical advice on trail running technique, proper fueling, race day game plans, and key mental strategies to carry you to the finish line. The guide offers three detailed training plans to prepare for 50K, 50-mile to 100K, and 100-mile ultramarathons.",VeloPress,2014-08-01,Running,,,,232.0,,,,,,,,,,,,,2020-06-18,1,9781937716592.jpg
book,Justice,Michael Sandel,Michael,Sandel,9780141041339.0,0141041331,"Michael Sandel's Justice: What's the Right Thing to Do? invites readers of all ages and political persuasions on a journey of moral reflection, and shows how reasoned debate can illuminate our lives. Is it always wrong to lie? Should there be limits to personal freedom? Can killing sometimes be justified? Is the free market fair? What is the right thing to do? Questions like these are at the heart of our lives. In this acclaimed book Michael Sandel - BBC Reith Lecturer and the Harvard professor whose 'Justice' course has become world famous - gives us a lively and accessible introduction to the intersection of politics and philosophy. He helps us think our way through such hotly contested issues as equal rights, democracy, euthanasia, abortion and same-sex marriage, as well as the ethical dilemmas we face every day. 'One of the most popular teachers in the world' Observer 'Enormously refreshing ... Michael Sandel transforms moral philosophy by putting it at the heart of civic debate' New Statesman 'One of the world's most interesting political philosophers' Guardian 'Spellbinding' The Nation Michael Sandel is the Anne T. and Robert M. Bass Professor of Government at the University of Harvard. Sandel's legendary 'Justice' course is one of the most popular and influential at Harvard. Sandel is the author of many books and has previously written for the Atlantic Monthly, the New Republic and the New York Times. He was the 2009 BBC Reith Lecturer.",Penguin UK,2010,Philosophy,,,,320.0,,,,,,,,,,,,,2020-06-25,1,9780141041339.jpg
book,Lifespan,Dr David A. Sinclair,Dr,Sinclair,9780008353742.0,0008353743,,,2019-09-10,Medicine,,,,,,,,,,,,,,,,,2020-07-06,1,9780008353742.jpg
book,John Stuart Mill: A Critical Study,H.J. McCloskey,H.J.,McCloskey,9781349154203.0,1349154202,,Springer,2015-12-30,Philosophy,to read,,,180.0,,,,,,,,,,,,,2020-07-14,1,9781349154203.jpg
book,Sapiens,Yuval Noah Harari,Yuval,Harari,9780099590088.0,0099590085,"THE SUNDAY TIMES BESTSELLER Planet Earth is 4.5 billion years old. In just a fraction of that time, one species among countless others has conquered it. Us. We are the most advanced and most destructive animals ever to have lived. What makes us brilliant? What makes us deadly? What makes us Sapiens? In this bold and provocative book, Yuval Noah Harari explores who we are, how we got here and where weâe(tm)re going. Sapiens is a thrilling account of humankindâe(tm)s extraordinary history âe"" from the Stone Age to the Silicon Age âe"" and our journey from insignificant apes to rulers of the world âe~It tackles the biggest questions of history and of the modern world, and it is written in unforgettably vivid language. You will love it!âe(tm) Jared Diamond, author of Guns, Germs and Steel For more, visit www.ynharari.com",Vintage Books,2015-04-01,History,,,,512.0,,,,,,,,,,,,,2020-08-09,1,9780099590088.jpg
book,The Infinite Game,Simon Sinek,Simon,Sinek,9780241295595.0,0241295599,,,2018-10-18,Business,,,,,,,,,,,,,,,,,2020-08-12,1,9780241295595.jpg
book,Why Nations Fail,"Daron Acemoglu, James A. Robinson",Daron,Acemoglu,9781846684302.0,1846684307,"Shortlisted for the Financial Times and Goldman Sachs Business Book of the Year Award 2012.Why are some nations more prosperous than others? Why Nations Fail sets out to answer this question, with a compelling and elegantly argued new theory: that it is not down to climate, geography or culture, but because of institutions. Drawing on an extraordinary range of contemporary and historical examples, from ancient Rome through the Tudors to modern-day China, leading academics Daron Acemoglu and James A. Robinson show that to invest and prosper, people need to know that if they work hard, they can make money and actually keep it - and this means sound institutions that allow virtuous circles of innovation, expansion and peace.Based on fifteen years of research, and answering the competing arguments of authors ranging from Max Weber to Jeffrey Sachs and Jared Diamond, Acemoglu and Robinson step boldly into the territory of Francis Fukuyama and Ian Morris. They blend economics, politics, history and current affairs to provide a new, powerful and persuasive way of understanding wealth and poverty.",Profile Books(GB),2013,Politics,,,,529.0,,,,,,,,,,,,,2020-08-22,1,9781846684302.jpg
book,London,Peter Ackroyd,Peter,Ackroyd,9780099422587.0,0099422581,"Describes London from the time of the Druids to the beginning of the twenty-first century, noting magnificence in both epochs. This title includes chapters on the history of silence and the history of light, the history of childhood and the history of suicide, the history of Cockney speech and the history of drink.",Random House,2001-11-27,History,,,,822.0,,,,,,,,,,,,,2020-08-22,1,9780099422587.jpg
book,Running up That Hill,Vassos Alexander,Vassos,Alexander,9781472947956.0,1472947959,"Running Up That Hill is a celebration of endurance running. Of running ridiculous distances through cities, over mountains and across countries. Distances most people couldn 't even imagine. But sports presenter Vassos Alexander is hooked! Why else would he run an ultra in Paris, backwards, having missed the start' Why head to Wales for the world 's hardest mountain race with a badly sprained ankle' And why follow in some unforgiving, ancient footsteps and attempt the oldest and toughest footrace on earth, the 153-mile Spartathlon' There 's joy to be found here. Really there is. Vassos recalls his own assaults on these gruelling races, along with ultra-running legends including Scott Jurek, Jasmin Paris, Kilian Jornet, Mimi Anderson and Dean Karnazes. They all testify to the transformative power of endurance running. It 's about the astonishing highs that come from pushing your body to the limit. The confidence and peace when you challenge yourself and succeed. All told, this is a cracking tale of what keeps ultra-distance runners running, mile after mile after mile.",Bloomsbury Publishing USA,2019-07-16,Running,,,,224.0,,,,,,,,,,,,,2020-08-22,1,9781472947956.jpg
book,Science Of Running,Chris Napier,Chris,Napier,9780241394519.0,0241394511,,,2020,Running,,,,,,,,,,,,,,,,,2020-08-22,1,9780241394519.jpg
book,Anatomy of the State,Murray Rothbard,Murray,Rothbard,9781514674987.0,151467498X,"LARGE PRINT EDITION! More at LargePrintLiberty.com.This gives a succinct account of Rothbard's view of the state. Following Franz Oppenheimer and Albert Jay Nock, Rothbard regards the state as a predatory entity. It does not produce anything but rather steals resources from those engaged in production. In applying this view to American history, Rothbard makes use of the work of John C. CalhounHow can an organization of this type sustain itself? It must engage in propaganda to induce popular support for its policies. Court intellectuals play a key role here, and Rothbard cites as an example of ideological mystification the work of the influential legal theorist Charles Black, Jr., on the way the Supreme Court has become a revered institution.",CreateSpace Independent Publishing Platform,2015-06-24,Philosophy,,,,62.0,,,,,,,,,,,,,2020-09-03,1,9781514674987.jpg
